,pos_um,Lar_mean,Abi_mean,phal_mean,Lar_mean_rescale,Abi_mean_rescale,phal_mean_rescale,Lar_std_rescale,Abi_std_rescale,phal_std_rescale
0,-0.37306584615384586,8.115796153846153,4.0141642307692305,4.976434615384615,0.03774966964904403,0.033754967138465736,0.0,0.10893168827895944,0.12372486817353355,0.05671363269891344
1,-0.3264326153846152,10.583720588235293,4.431736176470588,5.187682352941177,0.08017989634117544,0.06632604239467065,0.007622369955302482,0.15844992827123922,0.15580998762047532,0.0675968265552215
2,-0.2797993846153846,13.285782926829267,4.731303658536586,5.566156097560975,0.1266355803018519,0.08969263850613851,0.021278690885548325,0.18532219251931883,0.19204320710219008,0.09718457137431899
3,-0.23316615384615352,17.12160666666667,5.215992000000001,6.170200000000001,0.1925836573841412,0.1274988671288357,0.043074172091126156,0.23682201731608787,0.22480559443878217,0.1302948512561521
4,-0.18653292307692293,23.41846304347827,6.432502826086957,7.811606521739132,0.3008434727143626,0.22238806185171142,0.10230040523547833,0.2721662494527523,0.2390236296716964,0.16966179213602398
5,-0.1398996923076923,36.38472173913042,9.05935195652174,9.768636956521743,0.5237681652775353,0.42728520974411005,0.1729151732810076,0.29060710100668974,0.20043957147178715,0.20538459368243314
6,-0.09326646153846122,50.197786956521725,11.263214347826086,13.630423913043476,0.7612517285180678,0.599188922482588,0.3122585300982073,0.2648503671435257,0.17693149108008283,0.21354424776627032
7,-0.04663323076923061,60.82732173913043,13.715882173913048,18.291371739130437,0.9440018825233374,0.7904997353001819,0.4804376977604645,0.20042438328802548,0.15571481433677817,0.24862699016973935
8,0.0,64.08441304347828,16.401744782608688,22.28540434782609,1.0,1.0,0.6245528230117757,0.15773832003778024,0.0,0.27236764474399355
9,0.0466332307692311,55.65168695652174,13.961726739130434,25.846765217391297,0.8550188674675612,0.8096758842667393,0.7530560221757207,0.22502070158564036,0.10926381894494244,0.2133491297810133
10,0.0932664615384617,42.82501956521738,11.193052826086955,28.49176304347825,0.6344941230572553,0.5937162459098917,0.8484944500358407,0.24100867148638302,0.20028658604036922,0.19146688854301175
11,0.1398996923076923,31.57709347826087,8.790820652173915,32.10102826086957,0.44111216733946085,0.40633946994382386,0.9787261631513272,0.17523870387815912,0.20697402316904254,0.14493472702580504
12,0.1865329230769234,23.893756521739128,7.459676086956522,32.69061521739131,0.30901503977974226,0.3025087163289914,1.0,0.18016504816658685,0.1744012636730995,0.15745203526306115
13,0.23316615384615402,18.898056521739125,6.684973478260869,31.724884782608687,0.22312558525179296,0.24208105295562243,0.9651539243158176,0.17741051660286236,0.165095420049441,0.20240307449177022
14,0.2797993846153846,15.533863043478258,6.338933695652176,28.805884782608697,0.16528609473508651,0.2150895658190576,0.8598287825799427,0.17494151763480983,0.16682616290083935,0.19984706126063076
15,0.3264326153846157,14.679689130434783,5.703544130434784,27.050173913043484,0.1506005588815909,0.16552847447001373,0.7964781501084892,0.2061321295195875,0.1842855048662421,0.2344178055228991
16,0.37306584615384636,14.514523913043476,5.411197826086957,26.1558347826087,0.14776092671217936,0.14272513823583935,0.7642080590934214,0.20382966496778301,0.17511250395591493,0.25503667228027005
17,0.41969907692307695,12.513965217391306,4.971751521739131,24.46996304347826,0.11336596802356502,0.10844783872537178,0.7033774048034521,0.19313367361782477,0.18704310600669832,0.27312302339174793
18,0.46633230769230805,11.976217777777775,4.533979111111111,23.00758888888889,0.10412065019779336,0.07430110478301748,0.650611126933289,0.23111908555914176,0.1707894812656265,0.264435682225356
19,0.5129655384615387,10.821262222222224,4.185722222222222,21.41568888888889,0.0842638728351233,0.04713668089568039,0.5931712183586608,0.20349428773290965,0.17247944525207853,0.2927879903578284
20,0.5595987692307692,10.0139,3.935155454545455,19.72638181818182,0.07038315524336643,0.027592194895797627,0.532216608335489,0.1522407892462902,0.14189619276155127,0.27350347344744397
21,0.6062320000000003,8.374362790697674,3.9498695348837196,18.836276744186044,0.04219512221791395,0.028739909494340646,0.500099293132191,0.1319290912968809,0.1426250297307857,0.2670959523761088
22,0.652865230769231,6.9732725,3.638998,17.216232499999997,0.018106629952079525,0.004491584715953512,0.44164386674052114,0.08983386964997471,0.1402375708055881,0.2306002316527742
23,0.6994984615384621,6.764072972972972,3.681781081081081,15.873710810810811,0.014509930137467675,0.007828712528128931,0.39320217876609925,0.09312730844032305,0.13557455773776123,0.22077694907798343
24,0.7461316923076927,6.534570588235294,3.8734082352941175,14.972605882352939,0.010564169856029091,0.02277584325675561,0.3606879600923339,0.13226595625557164,0.1314465996183969,0.19023276794669028
25,0.7927649230769233,7.328573529411764,3.6428332352941166,13.770944117647058,0.02421520564905797,0.0047907373258830755,0.3173288659894805,0.1677755481660718,0.126574821762003,0.18511761251748543
26,0.8393981538461543,7.383137931034481,3.6127851724137936,14.013606896551726,0.025153313760437588,0.0024469550688295074,0.32608477266373737,0.11052573400781114,0.11359430754475038,0.17211284593432274
27,0.886031384615385,6.723579999999998,3.5814144000000003,13.700323999999998,0.013813747548268222,0.0,0.31478070775015854,0.09157902472735743,0.12591811021303986,0.1565150052629555
28,0.9326646153846155,5.920113043478261,3.787817826086956,12.72657391304348,0.0,0.01609969633598138,0.2796452620756069,0.08512713785481002,0.13629895021328425,0.14471653128240847
29,0.9792978461538467,6.998074999999998,3.7556050000000005,12.162075,0.018533051313636324,0.01358706014599257,0.25927666734246135,0.10426129568905664,0.12230404563238549,0.15620169429387218
